Date,Station,Latitude,Longitude,Elevation,Date,Average Wind Speed,Time of Fastest Wind,Peak Gust Time,Average Temperature,Maximum Temperature,Minimum Temperature,Direction Fastest 2-Minute Wind,Direction Fastest 5-Minute Wind,Fastest 2-Minute Wind Speed,Fastest 2-Minute Wind Speed,"Fog, Ice, Freezing Fog",Heavy Fog or Heavy Freezing Fog,Thunder,"Ice Pellets, Sleet or Small Hail",Hail,Glaze or Rime,"Dust, Volcanic Ash or Blowing Dust",Smoke or Haze,Blowing or Drifting Snow,High or Damaging Winds,Mist,Drizzle,Freezing Drizzle,Rain,Freezing Rain,"Snow, Snow Pellets or Ice Crystals",Unknown Precipitation,Ground Fog,Ice fog or Freezing Fog
2147,USW00094846,41.96017,-87.93164,204.8,2015-11-18,20.8,,,58.0,62.0,47.0,190.0,200.0,38.0,49.0,1.0,,,,,,,,,,,,,,,,,,
2148,USW00094846,41.96017,-87.93164,204.8,2015-11-19,18.79,,,45.0,47.0,35.0,250.0,240.0,33.1,46.1,,,,,,,,,,,,,,,,,,,
2149,USW00094846,41.96017,-87.93164,204.8,2015-11-20,8.5,,,36.0,40.0,31.0,280.0,60.0,17.0,23.0,1.0,,,,,,,,,,,,,,,,,,
2150,USW00094846,41.96017,-87.93164,204.8,2015-11-21,12.08,,,32.0,33.0,18.0,340.0,330.0,29.1,36.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,
2151,USW00094846,41.96017,-87.93164,204.8,2015-11-22,8.95,,,19.0,27.0,7.0,180.0,180.0,18.1,21.9,,,,,,,,,,,,,,,,,,,
2152,USW00094846,41.96017,-87.93164,204.8,2015-11-23,9.17,,,28.0,37.0,25.0,250.0,240.0,14.1,17.0,,,,,,,,,,,,,,,,,,,
2153,USW00094846,41.96017,-87.93164,204.8,2015-11-24,6.71,,,32.0,41.0,21.0,140.0,140.0,14.1,16.1,1.0,,,,,,,,,,,,,,,,,,
2154,USW00094846,41.96017,-87.93164,204.8,2015-11-25,14.99,,,38.0,52.0,29.0,190.0,190.0,25.9,35.1,1.0,,,,,,,,,,,,,,,,,,
2155,USW00094846,41.96017,-87.93164,204.8,2015-11-26,15.66,,,52.0,60.0,48.0,210.0,210.0,23.9,33.1,1.0,,,,,,,,,,,,,,,,,,
2156,USW00094846,41.96017,-87.93164,204.8,2015-11-27,15.66,,,45.0,56.0,34.0,20.0,30.0,25.1,31.1,1.0,,,,,,,,,,,,,,,,,,
2157,USW00094846,41.96017,-87.93164,204.8,2015-11-28,10.07,,,35.0,38.0,30.0,20.0,40.0,17.0,21.9,,,,,,,,,,,,,,,,,,,
2158,USW00094846,41.96017,-87.93164,204.8,2015-11-29,7.61,,,33.0,41.0,25.0,50.0,70.0,14.1,19.9,,,,,,,,,,,,,,,,,,,
2159,USW00094846,41.96017,-87.93164,204.8,2015-11-30,10.74,,,40.0,44.0,38.0,120.0,120.0,23.0,28.0,1.0,,,,,,,,,,,,,,,,,,
2160,USW00094846,41.96017,-87.93164,204.8,2015-12-01,10.51,,,42.0,43.0,37.0,240.0,230.0,21.0,29.1,1.0,,1.0,,,,,,,,,,,,,,,,
2161,USW00094846,41.96017,-87.93164,204.8,2015-12-02,8.5,,,35.0,38.0,31.0,310.0,310.0,17.0,21.9,1.0,,,,,,,,,,,,,,,,,,
2162,USW00094846,41.96017,-87.93164,204.8,2015-12-03,10.74,,,33.0,35.0,30.0,260.0,240.0,17.0,21.9,1.0,,,,,,,,,,,,,,,,,,
2163,USW00094846,41.96017,-87.93164,204.8,2015-12-04,8.5,,,37.0,47.0,32.0,230.0,230.0,17.0,21.0,1.0,,,,,,,1.0,,,,,,,,,,,
2164,USW00094846,41.96017,-87.93164,204.8,2015-12-05,7.83,,,36.0,46.0,29.0,170.0,200.0,13.0,18.1,1.0,,,,,,,,,,,,,,,,,,
2165,USW00094846,41.96017,-87.93164,204.8,2015-12-06,5.14,,,36.0,47.0,27.0,140.0,140.0,12.1,14.1,1.0,,,,,,,1.0,,,,,,,,,,,
2166,USW00094846,41.96017,-87.93164,204.8,2015-12-07,6.93,,,34.0,39.0,27.0,180.0,180.0,18.1,23.0,1.0,1.0,,,,,,,,,,,,,,,,,
2167,USW00094846,41.96017,-87.93164,204.8,2015-12-08,10.96,,,40.0,47.0,38.0,190.0,200.0,18.1,21.9,1.0,,,,,,,1.0,,,,,,,,,,,
2168,USW00094846,41.96017,-87.93164,204.8,2015-12-09,8.28,,,46.0,52.0,40.0,250.0,240.0,16.1,19.0,1.0,,,,,,,1.0,,,,,,,,,,,
2169,USW00094846,41.96017,-87.93164,204.8,2015-12-10,17.0,,,48.0,57.0,41.0,250.0,250.0,35.1,44.1,,,,,,,,,,,,,,,,,,,
2170,USW00094846,41.96017,-87.93164,204.8,2015-12-11,7.61,,,46.0,51.0,41.0,250.0,250.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
2171,USW00094846,41.96017,-87.93164,204.8,2015-12-12,3.36,,,50.0,57.0,47.0,70.0,60.0,10.1,17.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,
2172,USW00094846,41.96017,-87.93164,204.8,2015-12-13,13.65,,,55.0,61.0,48.0,190.0,160.0,28.0,35.1,1.0,,,,,,,,,,,,,,,,,,
2173,USW00094846,41.96017,-87.93164,204.8,2015-12-14,15.88,,,55.0,61.0,42.0,220.0,210.0,35.1,48.1,1.0,,,,,,,,,,,,,,,,,,
2174,USW00094846,41.96017,-87.93164,204.8,2015-12-15,9.84,,,41.0,43.0,39.0,150.0,150.0,18.1,23.0,,,,,,,,,,,,,,,,,,,
2175,USW00094846,41.96017,-87.93164,204.8,2015-12-16,16.33,,,43.0,53.0,35.0,260.0,250.0,25.9,36.9,1.0,,,,,,,,,,,,,,,,,,
2176,USW00094846,41.96017,-87.93164,204.8,2015-12-17,14.32,,,33.0,35.0,28.0,260.0,280.0,23.9,33.1,,,,,,,,,,,,,,,,,,,
2177,USW00094846,41.96017,-87.93164,204.8,2015-12-18,13.2,,,28.0,32.0,24.0,290.0,290.0,29.1,36.0,,,,,,,,1.0,,,,,,,,,,,
2178,USW00094846,41.96017,-87.93164,204.8,2015-12-19,11.41,,,23.0,30.0,15.0,280.0,280.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
2179,USW00094846,41.96017,-87.93164,204.8,2015-12-20,16.33,,,34.0,50.0,23.0,200.0,200.0,28.0,36.9,,,,,,,,,,,,,,,,,,,
2180,USW00094846,41.96017,-87.93164,204.8,2015-12-21,11.63,,,46.0,52.0,41.0,210.0,190.0,23.0,30.0,1.0,,,,,,,,,,,,,,,,,,
2181,USW00094846,41.96017,-87.93164,204.8,2015-12-22,8.95,,,39.0,41.0,35.0,150.0,150.0,21.0,23.9,1.0,,,,,,,,,,,,,,,,,,
2182,USW00094846,41.96017,-87.93164,204.8,2015-12-23,17.22,,,47.0,59.0,40.0,250.0,250.0,38.9,53.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
2183,USW00094846,41.96017,-87.93164,204.8,2015-12-24,11.63,,,42.0,42.0,34.0,260.0,260.0,31.1,40.9,,,,,,,,,,,,,,,,,,,
2184,USW00094846,41.96017,-87.93164,204.8,2015-12-25,8.05,,,38.0,44.0,32.0,50.0,40.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
2185,USW00094846,41.96017,-87.93164,204.8,2015-12-26,10.07,,,39.0,42.0,37.0,100.0,30.0,23.0,27.1,1.0,1.0,,,,,,,,,,,,,,,,,
2186,USW00094846,41.96017,-87.93164,204.8,2015-12-27,17.22,,,38.0,40.0,35.0,20.0,20.0,25.1,35.1,1.0,,,,,,,,,,,,,,,,,,
2187,USW00094846,41.96017,-87.93164,204.8,2015-12-28,19.01,,,33.0,39.0,31.0,60.0,70.0,31.1,42.1,1.0,,,1.0,,1.0,,,,,,,,,,,,,
2188,USW00094846,41.96017,-87.93164,204.8,2015-12-29,11.41,,,33.0,39.0,29.0,230.0,240.0,21.0,27.1,1.0,,,,,,,,,,,,,,,,,,
2189,USW00094846,41.96017,-87.93164,204.8,2015-12-30,8.72,,,29.0,29.0,27.0,260.0,270.0,15.0,18.1,1.0,,,,,,,1.0,,,,,,,,,,,
2190,USW00094846,41.96017,-87.93164,204.8,2015-12-31,13.42,,,26.0,28.0,22.0,260.0,290.0,19.9,25.9,,,,,,,,,,,,,,,,,,,
2191,USW00094846,41.96017,-87.93164,204.8,2016-01-01,14.32,,,23.0,31.0,19.0,260.0,250.0,21.9,28.0,,,,,,,,,,,,,,,,,,,
2192,USW00094846,41.96017,-87.93164,204.8,2016-01-02,12.08,,,27.0,32.0,20.0,260.0,230.0,23.0,32.0,,,,,,,,,,,,,,,,,,,
2193,USW00094846,41.96017,-87.93164,204.8,2016-01-03,11.63,,,27.0,29.0,22.0,340.0,340.0,21.0,25.1,,,,,,,,,,,,,,,,,,,
2194,USW00094846,41.96017,-87.93164,204.8,2016-01-04,10.07,,,27.0,31.0,22.0,340.0,350.0,19.9,23.0,1.0,,,,,,,,,,,,,,,,,,
2195,USW00094846,41.96017,-87.93164,204.8,2016-01-05,10.07,,,26.0,33.0,17.0,210.0,200.0,21.0,25.1,,,,,,,,,,,,,,,,,,,
2196,USW00094846,41.96017,-87.93164,204.8,2016-01-06,8.72,,,28.0,36.0,21.0,200.0,200.0,16.1,19.0,,,,,,,,,,,,,,,,,,,
2197,USW00094846,41.96017,-87.93164,204.8,2016-01-07,7.38,,,36.0,41.0,34.0,140.0,120.0,13.0,18.1,,,,,,,,,,,,,,,,,,,
2198,USW00094846,41.96017,-87.93164,204.8,2016-01-08,6.49,,,38.0,42.0,36.0,130.0,120.0,10.1,12.1,1.0,,,,,,,,,,,,,,,,,,
2199,USW00094846,41.96017,-87.93164,204.8,2016-01-09,9.84,,,37.0,40.0,23.0,330.0,330.0,25.9,32.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
2200,USW00094846,41.96017,-87.93164,204.8,2016-01-10,17.67,,,19.0,23.0,2.0,330.0,330.0,28.0,36.9,,,,,,,,,,,,,,,,,,,
2201,USW00094846,41.96017,-87.93164,204.8,2016-01-11,9.62,,,5.0,24.0,-1.0,250.0,240.0,25.9,35.1,1.0,,,,,,,1.0,,,,,,,,,,,
2202,USW00094846,41.96017,-87.93164,204.8,2016-01-12,16.33,,,14.0,20.0,3.0,310.0,280.0,25.9,34.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,
2203,USW00094846,41.96017,-87.93164,204.8,2016-01-13,9.4,,,7.0,25.0,-2.0,220.0,200.0,18.1,23.0,,,,,,,,,,,,,,,,,,,
2204,USW00094846,41.96017,-87.93164,204.8,2016-01-14,10.51,,,31.0,44.0,24.0,190.0,200.0,21.0,29.1,,,,,,,,,,,,,,,,,,,
2205,USW00094846,41.96017,-87.93164,204.8,2016-01-15,13.42,,,40.0,43.0,30.0,340.0,210.0,23.0,28.0,1.0,,,,,,,,,,,,,,,,,,
2206,USW00094846,41.96017,-87.93164,204.8,2016-01-16,13.87,,,28.0,30.0,9.0,290.0,290.0,25.1,32.0,,,,,,,,,,,,,,,,,,,
2207,USW00094846,41.96017,-87.93164,204.8,2016-01-17,16.11,,,8.0,8.0,-1.0,300.0,300.0,23.9,30.0,,,,,,,,1.0,,,,,,,,,,,
2208,USW00094846,41.96017,-87.93164,204.8,2016-01-18,14.09,,,1.0,7.0,-4.0,300.0,290.0,19.9,25.9,,,,,,,,,,,,,,,,,,,
2209,USW00094846,41.96017,-87.93164,204.8,2016-01-19,5.82,,,6.0,17.0,0.0,300.0,300.0,15.0,18.1,,,,,,,,,,,,,,,,,,,
2210,USW00094846,41.96017,-87.93164,204.8,2016-01-20,3.58,,,17.0,23.0,12.0,250.0,260.0,8.9,11.0,1.0,,,,,,,,,,,,,,,,,,
2211,USW00094846,41.96017,-87.93164,204.8,2016-01-21,3.13,,,19.0,29.0,9.0,70.0,40.0,8.1,12.1,1.0,,,,,,,1.0,,,,,,,,,,,
2212,USW00094846,41.96017,-87.93164,204.8,2016-01-22,10.51,,,24.0,30.0,19.0,50.0,40.0,17.0,21.0,1.0,,,,,,,,,,,,,,,,,,
2213,USW00094846,41.96017,-87.93164,204.8,2016-01-23,6.26,,,28.0,33.0,20.0,340.0,320.0,14.1,18.1,,,,,,,,,,,,,,,,,,,
2214,USW00094846,41.96017,-87.93164,204.8,2016-01-24,8.5,,,27.0,34.0,24.0,210.0,200.0,19.9,23.9,1.0,,,,,,,1.0,,,,,,,,,,,
2215,USW00094846,41.96017,-87.93164,204.8,2016-01-25,10.29,,,31.0,41.0,24.0,250.0,250.0,25.1,32.0,1.0,,,,,,,,,,,,,,,,,,
2216,USW00094846,41.96017,-87.93164,204.8,2016-01-26,16.55,,,33.0,36.0,24.0,270.0,260.0,28.0,35.1,1.0,,,1.0,,,,,,,,,,,,,,,
2217,USW00094846,41.96017,-87.93164,204.8,2016-01-27,13.2,,,28.0,34.0,23.0,210.0,220.0,29.1,38.0,,,,,,,,,,,,,,,,,,,
2218,USW00094846,41.96017,-87.93164,204.8,2016-01-28,15.21,,,34.0,39.0,29.0,340.0,340.0,21.9,29.1,,,,,,,,,,,,,,,,,,,
2219,USW00094846,41.96017,-87.93164,204.8,2016-01-29,10.51,,,28.0,35.0,20.0,190.0,200.0,23.0,30.0,,,,,,,,,,,,,,,,,,,
2220,USW00094846,41.96017,-87.93164,204.8,2016-01-30,8.5,,,38.0,46.0,35.0,190.0,190.0,19.9,25.1,,,,,,,,,,,,,,,,,,,
2221,USW00094846,41.96017,-87.93164,204.8,2016-01-31,8.5,,,42.0,48.0,33.0,290.0,280.0,18.1,23.9,1.0,,,,,,,,,,,,,,,,,,
2222,USW00094846,41.96017,-87.93164,204.8,2016-02-01,4.92,,,36.0,45.0,30.0,280.0,50.0,10.1,16.1,1.0,,,,,,,,,,,,,,,,,,
2223,USW00094846,41.96017,-87.93164,204.8,2016-02-02,11.41,,,35.0,38.0,32.0,100.0,100.0,33.1,40.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
2224,USW00094846,41.96017,-87.93164,204.8,2016-02-03,13.42,,,36.0,37.0,28.0,280.0,240.0,23.0,30.0,1.0,1.0,,,,,,,,,,,,,,,,,
2225,USW00094846,41.96017,-87.93164,204.8,2016-02-04,9.4,,,27.0,32.0,19.0,280.0,290.0,16.1,21.0,,,,,,,,,,,,,,,,,,,
2226,USW00094846,41.96017,-87.93164,204.8,2016-02-05,6.71,,,29.0,34.0,25.0,330.0,320.0,17.0,19.0,,,,,,,,,,,,,,,,,,,
2227,USW00094846,41.96017,-87.93164,204.8,2016-02-06,8.5,,,31.0,41.0,24.0,250.0,260.0,17.0,23.0,1.0,,,,,,,1.0,,,,,,,,,,,
2228,USW00094846,41.96017,-87.93164,204.8,2016-02-07,12.97,,,38.0,43.0,32.0,250.0,250.0,21.9,29.1,,,,,,,,,,,,,,,,,,,
2229,USW00094846,41.96017,-87.93164,204.8,2016-02-08,11.18,,,31.0,32.0,20.0,320.0,280.0,19.9,25.1,1.0,,,,,,,1.0,,,,,,,,,,,
2230,USW00094846,41.96017,-87.93164,204.8,2016-02-09,14.54,,,19.0,21.0,13.0,320.0,330.0,19.9,25.9,1.0,,,,,,,1.0,,,,,,,,,,,
2231,USW00094846,41.96017,-87.93164,204.8,2016-02-10,11.41,,,14.0,18.0,9.0,320.0,320.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
2232,USW00094846,41.96017,-87.93164,204.8,2016-02-11,7.16,,,13.0,21.0,7.0,340.0,340.0,15.0,18.1,,,,,,,,,,,,,,,,,,,
2233,USW00094846,41.96017,-87.93164,204.8,2016-02-12,17.0,,,19.0,23.0,7.0,320.0,320.0,30.0,36.9,,,,,,,,,,,,,,,,,,,
2234,USW00094846,41.96017,-87.93164,204.8,2016-02-13,8.95,,,9.0,17.0,2.0,330.0,340.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
2235,USW00094846,41.96017,-87.93164,204.8,2016-02-14,11.86,,,14.0,18.0,9.0,130.0,110.0,21.9,25.1,1.0,1.0,,,,,,1.0,,,,,,,,,,,
2236,USW00094846,41.96017,-87.93164,204.8,2016-02-15,6.71,,,21.0,27.0,18.0,260.0,240.0,12.1,14.1,1.0,,,,,1.0,,,,,,,,,,,,,
2237,USW00094846,41.96017,-87.93164,204.8,2016-02-16,4.7,,,27.0,33.0,24.0,300.0,360.0,14.1,18.1,1.0,,,,,,,1.0,,,,,,,,,,,
2238,USW00094846,41.96017,-87.93164,204.8,2016-02-17,6.49,,,28.0,34.0,21.0,50.0,360.0,13.0,15.0,1.0,,,,,,,1.0,,,,,,,,,,,
2239,USW00094846,41.96017,-87.93164,204.8,2016-02-18,15.21,,,30.0,42.0,23.0,170.0,170.0,25.9,35.1,,,,,,,,,,,,,,,,,,,
2240,USW00094846,41.96017,-87.93164,204.8,2016-02-19,26.62,,,47.0,62.0,41.0,250.0,250.0,45.0,62.0,,,,,,,,,,,,,,,,,,,
2241,USW00094846,41.96017,-87.93164,204.8,2016-02-20,12.08,,,49.0,57.0,38.0,270.0,240.0,21.9,29.1,,,,,,,,,,,,,,,,,,,
2242,USW00094846,41.96017,-87.93164,204.8,2016-02-21,9.17,,,40.0,41.0,29.0,40.0,30.0,17.0,21.9,,,,,,,,,,,,,,,,,,,
2243,USW00094846,41.96017,-87.93164,204.8,2016-02-22,3.8,,,35.0,44.0,26.0,70.0,110.0,13.0,15.0,,,,,,,,,,,,,,,,,,,
2244,USW00094846,41.96017,-87.93164,204.8,2016-02-23,6.71,,,36.0,45.0,26.0,40.0,40.0,17.0,23.9,1.0,,,,,,,,,,,,,,,,,,
2245,USW00094846,41.96017,-87.93164,204.8,2016-02-24,22.82,,,35.0,36.0,32.0,20.0,30.0,32.0,44.1,1.0,1.0,,,,,,,,,,,,,,,,,
2246,USW00094846,41.96017,-87.93164,204.8,2016-02-25,16.55,,,33.0,37.0,31.0,330.0,330.0,28.0,34.0,,,,,,,,,,,,,,,,,,,
2247,USW00094846,41.96017,-87.93164,204.8,2016-02-26,9.4,,,31.0,33.0,24.0,260.0,240.0,15.0,18.1,,,,,,,,,,,,,,,,,,,
2248,USW00094846,41.96017,-87.93164,204.8,2016-02-27,14.99,,,37.0,54.0,28.0,250.0,240.0,23.9,32.0,,,,,,,,,,,,,,,,,,,
2249,USW00094846,41.96017,-87.93164,204.8,2016-02-28,19.91,,,52.0,62.0,36.0,320.0,220.0,31.1,40.9,1.0,,,,,,,,,,,,,,,,,,
2250,USW00094846,41.96017,-87.93164,204.8,2016-02-29,14.99,,,41.0,52.0,28.0,310.0,250.0,23.9,31.1,,,,1.0,,1.0,,,,,,,,,,,,,
2251,USW00094846,41.96017,-87.93164,204.8,2016-03-01,17.0,,,28.0,30.0,18.0,330.0,30.0,25.9,35.1,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
2252,USW00094846,41.96017,-87.93164,204.8,2016-03-02,6.71,,,21.0,32.0,11.0,240.0,290.0,15.0,18.1,1.0,,,,,,,,,,,,,,,,,,
2253,USW00094846,41.96017,-87.93164,204.8,2016-03-03,8.72,,,30.0,33.0,27.0,20.0,30.0,15.0,19.0,1.0,,,,,,,,,,,,,,,,,,
2254,USW00094846,41.96017,-87.93164,204.8,2016-03-04,7.16,,,30.0,39.0,20.0,160.0,160.0,18.1,21.0,1.0,,,,,,,,,,,,,,,,,,
2255,USW00094846,41.96017,-87.93164,204.8,2016-03-05,7.83,,,33.0,39.0,29.0,340.0,10.0,15.0,21.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
2256,USW00094846,41.96017,-87.93164,204.8,2016-03-06,14.32,,,39.0,52.0,33.0,190.0,190.0,25.9,31.1,,,,,,,,,,,,,,,,,,,
2257,USW00094846,41.96017,-87.93164,204.8,2016-03-07,13.42,,,51.0,63.0,44.0,200.0,200.0,23.0,27.1,,,,,,,,,,,,,,,,,,,
2258,USW00094846,41.96017,-87.93164,204.8,2016-03-08,16.78,,,62.0,70.0,58.0,220.0,220.0,25.9,34.0,,,,,,,,,,,,,,,,,,,
2259,USW00094846,41.96017,-87.93164,204.8,2016-03-09,10.07,,,61.0,63.0,48.0,200.0,200.0,21.9,27.1,1.0,,,,,,,,,,,,,,,,,,
2260,USW00094846,41.96017,-87.93164,204.8,2016-03-10,7.16,,,49.0,51.0,37.0,10.0,50.0,13.0,18.1,,,,,,,,,,,,,,,,,,,
2261,USW00094846,41.96017,-87.93164,204.8,2016-03-11,5.37,,,43.0,55.0,34.0,80.0,80.0,12.1,16.1,,,,,,,,,,,,,,,,,,,
2262,USW00094846,41.96017,-87.93164,204.8,2016-03-12,4.7,,,43.0,59.0,33.0,80.0,50.0,12.1,14.1,1.0,,,,,,,1.0,,,,,,,,,,,
2263,USW00094846,41.96017,-87.93164,204.8,2016-03-13,9.17,,,47.0,48.0,43.0,70.0,70.0,19.9,27.1,1.0,,,,,,,,,,,,,,,,,,
2264,USW00094846,41.96017,-87.93164,204.8,2016-03-14,4.92,,,47.0,55.0,43.0,330.0,330.0,14.1,16.1,1.0,,,,,,,,,,,,,,,,,,
2265,USW00094846,41.96017,-87.93164,204.8,2016-03-15,12.53,,,49.0,58.0,46.0,110.0,130.0,28.0,33.1,1.0,,1.0,,,,,1.0,,,,,,,,,,,
2266,USW00094846,41.96017,-87.93164,204.8,2016-03-16,23.26,,,53.0,56.0,45.0,260.0,250.0,40.9,53.0,1.0,,1.0,,,,,,,,,,,,,,,,
2267,USW00094846,41.96017,-87.93164,204.8,2016-03-17,15.43,,,47.0,56.0,40.0,270.0,280.0,30.0,40.9,,,,,,,,,,,,,,,,,,,
2268,USW00094846,41.96017,-87.93164,204.8,2016-03-18,9.17,,,41.0,49.0,32.0,290.0,60.0,16.1,23.0,,,,,,,,,,,,,,,,,,,
2269,USW00094846,41.96017,-87.93164,204.8,2016-03-19,8.72,,,38.0,46.0,35.0,60.0,30.0,17.0,23.9,,,,,,,,,,,,,,,,,,,
2270,USW00094846,41.96017,-87.93164,204.8,2016-03-20,8.05,,,37.0,44.0,30.0,40.0,40.0,18.1,25.1,,,,,,,,,,,,,,,,,,,
2271,USW00094846,41.96017,-87.93164,204.8,2016-03-21,7.16,,,38.0,49.0,28.0,240.0,270.0,14.1,18.1,,,,,,,,,,,,,,,,,,,
2272,USW00094846,41.96017,-87.93164,204.8,2016-03-22,11.63,,,48.0,63.0,40.0,210.0,210.0,23.0,31.1,,,,,,,,,,,,,,,,,,,
2273,USW00094846,41.96017,-87.93164,204.8,2016-03-23,14.54,,,42.0,42.0,36.0,40.0,50.0,21.0,28.0,1.0,,,,,,,,,,,,,,,,,,
2274,USW00094846,41.96017,-87.93164,204.8,2016-03-24,14.99,,,37.0,39.0,30.0,350.0,360.0,23.9,33.1,1.0,,,,,,,,,,,,,,,,,,
2275,USW00094846,41.96017,-87.93164,204.8,2016-03-25,6.71,,,35.0,48.0,28.0,90.0,90.0,13.0,18.1,,,,,,,,,,,,,,,,,,,
2276,USW00094846,41.96017,-87.93164,204.8,2016-03-26,7.83,,,40.0,54.0,31.0,100.0,60.0,15.0,19.0,1.0,,,,,,,,,,,,,,,,,,
2277,USW00094846,41.96017,-87.93164,204.8,2016-03-27,9.62,,,47.0,63.0,36.0,320.0,320.0,21.0,25.1,1.0,,,,,,,,,,,,,,,,,,
2278,USW00094846,41.96017,-87.93164,204.8,2016-03-28,10.29,,,45.0,53.0,35.0,300.0,300.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
2279,USW00094846,41.96017,-87.93164,204.8,2016-03-29,6.71,,,44.0,58.0,31.0,130.0,130.0,17.0,21.9,1.0,,,,,,,1.0,,,,,,,,,,,
2280,USW00094846,41.96017,-87.93164,204.8,2016-03-30,16.11,,,49.0,62.0,42.0,190.0,200.0,28.0,36.9,1.0,,1.0,,,,,,,,,,,,,,,,
2281,USW00094846,41.96017,-87.93164,204.8,2016-03-31,17.22,,,60.0,67.0,44.0,200.0,200.0,36.0,44.1,1.0,,1.0,,,,,,,,,,,,,,,,
2282,USW00094846,41.96017,-87.93164,204.8,2016-04-01,9.17,,,45.0,49.0,35.0,290.0,280.0,25.9,33.1,1.0,,,,,,,,,,,,,,,,,,
2283,USW00094846,41.96017,-87.93164,204.8,2016-04-02,17.9,,,35.0,40.0,27.0,330.0,290.0,42.9,53.9,1.0,,,,,,,1.0,,,,,,,,,,,
2284,USW00094846,41.96017,-87.93164,204.8,2016-04-03,17.0,,,40.0,71.0,26.0,240.0,250.0,35.1,46.1,,,,,,,,,,,,,,,,,,,
2285,USW00094846,41.96017,-87.93164,204.8,2016-04-04,13.42,,,41.0,38.0,29.0,10.0,10.0,23.9,30.0,,,,,,,,,,,,,,,,,,,
2286,USW00094846,41.96017,-87.93164,204.8,2016-04-05,10.51,,,33.0,45.0,24.0,140.0,150.0,23.0,28.0,,,,,,,,,,,,,,,,,,,
2287,USW00094846,41.96017,-87.93164,204.8,2016-04-06,10.51,,,44.0,50.0,40.0,330.0,320.0,23.0,28.0,1.0,,1.0,,,,,,,,,,,,,,,,
2288,USW00094846,41.96017,-87.93164,204.8,2016-04-07,14.32,,,40.0,41.0,33.0,330.0,340.0,23.0,30.0,1.0,,,,,,,,,,,,,,,,,,
2289,USW00094846,41.96017,-87.93164,204.8,2016-04-08,14.09,,,37.0,41.0,26.0,300.0,300.0,32.0,40.0,1.0,,,,,,,1.0,,,,,,,,,,,
2290,USW00094846,41.96017,-87.93164,204.8,2016-04-09,12.3,,,30.0,38.0,22.0,340.0,360.0,21.9,27.1,,,,,,,,,,,,,,,,,,,
2291,USW00094846,41.96017,-87.93164,204.8,2016-04-10,14.99,,,37.0,50.0,33.0,200.0,200.0,25.1,36.9,1.0,,,1.0,,,,,,,,,,,,,,,
2292,USW00094846,41.96017,-87.93164,204.8,2016-04-11,12.3,,,48.0,51.0,36.0,290.0,310.0,23.9,35.1,1.0,,,,,,,,,,,,,,,,,,
2293,USW00094846,41.96017,-87.93164,204.8,2016-04-12,8.05,,,40.0,47.0,30.0,100.0,90.0,15.0,19.0,,,,,,,,,,,,,,,,,,,
2294,USW00094846,41.96017,-87.93164,204.8,2016-04-13,7.16,,,43.0,56.0,34.0,100.0,100.0,17.0,21.0,,,,,,,,,,,,,,,,,,,
2295,USW00094846,41.96017,-87.93164,204.8,2016-04-14,8.05,,,48.0,61.0,37.0,100.0,120.0,16.1,19.0,,,,,,,,,,,,,,,,,,,
2296,USW00094846,41.96017,-87.93164,204.8,2016-04-15,7.83,,,53.0,68.0,42.0,70.0,60.0,14.1,16.1,,,,,,,,,,,,,,,,,,,
2297,USW00094846,41.96017,-87.93164,204.8,2016-04-16,6.71,,,58.0,76.0,41.0,70.0,60.0,15.0,19.0,,,,,,,,1.0,,,,,,,,,,,
2298,USW00094846,41.96017,-87.93164,204.8,2016-04-17,5.37,,,62.0,79.0,45.0,100.0,100.0,18.1,21.0,,,,,,,,,,,,,,,,,,,
2299,USW00094846,41.96017,-87.93164,204.8,2016-04-18,4.92,,,66.0,83.0,49.0,40.0,70.0,15.0,18.1,,,,,,,,1.0,,,,,,,,,,,
2300,USW00094846,41.96017,-87.93164,204.8,2016-04-19,11.41,,,54.0,57.0,46.0,40.0,40.0,21.0,23.9,,,,,,,,,,,,,,,,,,,
2301,USW00094846,41.96017,-87.93164,204.8,2016-04-20,9.62,,,58.0,71.0,51.0,190.0,180.0,18.1,23.0,1.0,,,,,,,,,,,,,,,,,,
2302,USW00094846,41.96017,-87.93164,204.8,2016-04-21,7.16,,,62.0,70.0,50.0,240.0,250.0,30.0,36.0,1.0,,,,,,,1.0,,,,,,,,,,,
2303,USW00094846,41.96017,-87.93164,204.8,2016-04-22,11.86,,,51.0,54.0,41.0,10.0,10.0,25.1,30.0,1.0,,,,,,,,,,,,,,,,,,
