Date,Station,Latitude,Longitude,Elevation,Date,Average Wind Speed,Time of Fastest Wind,Peak Gust Time,Average Temperature,Maximum Temperature,Minimum Temperature,Direction Fastest 2-Minute Wind,Direction Fastest 5-Minute Wind,Fastest 2-Minute Wind Speed,Fastest 2-Minute Wind Speed,"Fog, Ice, Freezing Fog",Heavy Fog or Heavy Freezing Fog,Thunder,"Ice Pellets, Sleet or Small Hail",Hail,Glaze or Rime,"Dust, Volcanic Ash or Blowing Dust",Smoke or Haze,Blowing or Drifting Snow,High or Damaging Winds,Mist,Drizzle,Freezing Drizzle,Rain,Freezing Rain,"Snow, Snow Pellets or Ice Crystals",Unknown Precipitation,Ground Fog,Ice fog or Freezing Fog
120,USW00094846,41.96017,-87.93164,204.8,2010-05-01,9.4,1520.0,1520.0,,70.0,58.0,240.0,230.0,19.9,25.1,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
121,USW00094846,41.96017,-87.93164,204.8,2010-05-02,6.04,2221.0,2220.0,,69.0,53.0,280.0,280.0,16.1,21.9,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
122,USW00094846,41.96017,-87.93164,204.8,2010-05-03,9.4,1419.0,1606.0,,72.0,50.0,230.0,290.0,21.0,30.0,,,,,,,,,,,,,,,,,,,
123,USW00094846,41.96017,-87.93164,204.8,2010-05-04,14.32,1750.0,1725.0,,79.0,50.0,220.0,230.0,28.0,36.0,,,,,,,,,,,,,,,,,,,
124,USW00094846,41.96017,-87.93164,204.8,2010-05-05,12.75,1550.0,1610.0,,72.0,56.0,290.0,250.0,25.1,33.1,,,,,,,,,,,,,,1.0,,,,,
125,USW00094846,41.96017,-87.93164,204.8,2010-05-06,9.17,1627.0,2025.0,,63.0,46.0,50.0,60.0,17.0,23.9,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,
126,USW00094846,41.96017,-87.93164,204.8,2010-05-07,13.2,811.0,811.0,,59.0,45.0,120.0,130.0,32.0,38.0,1.0,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,
127,USW00094846,41.96017,-87.93164,204.8,2010-05-08,15.21,235.0,235.0,,50.0,42.0,280.0,270.0,30.0,38.9,1.0,,,,1.0,,,,,,,,,1.0,,,,,
128,USW00094846,41.96017,-87.93164,204.8,2010-05-09,6.49,1712.0,1712.0,,58.0,38.0,100.0,70.0,14.1,21.9,,,,,,,,,,,,,,,,,,,
129,USW00094846,41.96017,-87.93164,204.8,2010-05-10,14.32,2343.0,2344.0,,58.0,41.0,120.0,130.0,30.0,36.0,,,,,1.0,,,,,,,,,1.0,,,,,
130,USW00094846,41.96017,-87.93164,204.8,2010-05-11,9.84,8.0,25.0,,52.0,44.0,120.0,110.0,29.1,36.9,1.0,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,
131,USW00094846,41.96017,-87.93164,204.8,2010-05-12,10.51,2044.0,2326.0,,51.0,44.0,100.0,60.0,21.0,25.1,1.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,
132,USW00094846,41.96017,-87.93164,204.8,2010-05-13,12.3,1606.0,1605.0,,73.0,48.0,260.0,270.0,25.9,38.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
133,USW00094846,41.96017,-87.93164,204.8,2010-05-14,11.18,1503.0,1002.0,,66.0,47.0,280.0,260.0,23.0,30.0,,,,,,,,,,,,,,,,,,,
134,USW00094846,41.96017,-87.93164,204.8,2010-05-15,5.82,1806.0,,,61.0,43.0,40.0,,13.0,,,,,,,,,,,,,,,,,,,,
135,USW00094846,41.96017,-87.93164,204.8,2010-05-16,10.07,1753.0,1532.0,,66.0,41.0,50.0,60.0,17.9,34.9,,,,,,,,,,,,,,,,,,,
136,USW00094846,41.96017,-87.93164,204.8,2010-05-17,9.84,1745.0,1443.0,,58.0,50.0,20.0,50.0,17.0,25.9,,,,,1.0,,,,,,,,,1.0,,,,,
137,USW00094846,41.96017,-87.93164,204.8,2010-05-18,9.84,1054.0,1053.0,,65.0,46.0,40.0,40.0,30.0,38.9,,,,,,,,,,,,,,,,,,,
138,USW00094846,41.96017,-87.93164,204.8,2010-05-19,6.49,1022.0,1104.0,,74.0,44.0,40.0,50.0,16.1,30.0,,,,,,,,,,,,,,,,,,,
139,USW00094846,41.96017,-87.93164,204.8,2010-05-20,7.83,1222.0,1221.0,,74.0,47.0,110.0,110.0,21.9,25.9,,,,,1.0,,,,,,,,,1.0,,,,,
140,USW00094846,41.96017,-87.93164,204.8,2010-05-21,6.26,1559.0,1559.0,,73.0,56.0,150.0,150.0,17.9,21.9,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,,,,
141,USW00094846,41.96017,-87.93164,204.8,2010-05-22,5.37,1634.0,1504.0,,74.0,58.0,130.0,100.0,15.0,19.9,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,
142,USW00094846,41.96017,-87.93164,204.8,2010-05-23,10.07,1436.0,1456.0,,89.0,62.0,190.0,190.0,21.0,25.1,,,,,,,,,,,,,,,,,,,
143,USW00094846,41.96017,-87.93164,204.8,2010-05-24,8.28,1834.0,1713.0,,91.0,70.0,100.0,80.0,16.1,21.9,1.0,,,,,,,,,,,,,,,,,,
144,USW00094846,41.96017,-87.93164,204.8,2010-05-25,7.83,1502.0,1440.0,,88.0,69.0,120.0,130.0,17.9,23.0,,,,,,,,1.0,,,,,,,,,,,
145,USW00094846,41.96017,-87.93164,204.8,2010-05-26,4.47,1520.0,1519.0,,87.0,66.0,280.0,280.0,21.0,30.0,,,1.0,,,,,,,,,,,1.0,,,,,
146,USW00094846,41.96017,-87.93164,204.8,2010-05-27,10.74,1533.0,1508.0,,77.0,61.0,40.0,50.0,19.9,28.0,,,,,,,,,,,,,,,,,,,
147,USW00094846,41.96017,-87.93164,204.8,2010-05-28,8.5,1723.0,1719.0,,79.0,57.0,40.0,50.0,17.0,38.0,,,,,,,,,,,,,,,,,,,
148,USW00094846,41.96017,-87.93164,204.8,2010-05-29,5.82,1649.0,1546.0,,86.0,59.0,60.0,50.0,13.0,23.0,,,,,,,,,,,,,,,,,,,
149,USW00094846,41.96017,-87.93164,204.8,2010-05-30,5.82,1559.0,1641.0,,91.0,61.0,200.0,160.0,15.0,17.9,,,,,,,,,,,,,,,,,,,
150,USW00094846,41.96017,-87.93164,204.8,2010-05-31,4.7,955.0,951.0,,81.0,66.0,340.0,330.0,31.1,45.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
151,USW00094846,41.96017,-87.93164,204.8,2010-06-01,6.04,1522.0,1520.0,,85.0,63.0,220.0,240.0,17.0,21.9,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,
152,USW00094846,41.96017,-87.93164,204.8,2010-06-02,8.72,1945.0,1800.0,,77.0,57.0,340.0,70.0,17.0,23.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
153,USW00094846,41.96017,-87.93164,204.8,2010-06-03,7.83,1152.0,205.0,,71.0,56.0,40.0,70.0,11.0,16.1,,,,,,,,,,,,,,,,,,,
154,USW00094846,41.96017,-87.93164,204.8,2010-06-04,9.84,1430.0,1409.0,,83.0,57.0,220.0,230.0,23.0,31.1,,,,,,,,,,,,,,,,,,,
155,USW00094846,41.96017,-87.93164,204.8,2010-06-05,7.83,2107.0,2106.0,,79.0,60.0,10.0,10.0,31.1,38.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
156,USW00094846,41.96017,-87.93164,204.8,2010-06-06,11.18,1659.0,1659.0,,76.0,55.0,320.0,320.0,29.1,36.0,,,,,1.0,,,,,,,,,1.0,,,,,
157,USW00094846,41.96017,-87.93164,204.8,2010-06-07,6.93,1322.0,1549.0,,70.0,54.0,80.0,70.0,14.1,25.1,,,,,,,,,,,,,,,,,,,
158,USW00094846,41.96017,-87.93164,204.8,2010-06-08,10.07,1327.0,1326.0,,67.0,58.0,130.0,120.0,21.9,28.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
159,USW00094846,41.96017,-87.93164,204.8,2010-06-09,10.74,1558.0,1556.0,,83.0,65.0,280.0,280.0,23.0,33.1,1.0,,,,,,,,,,1.0,,,,,,,,
160,USW00094846,41.96017,-87.93164,204.8,2010-06-10,6.71,1829.0,1958.0,,77.0,58.0,70.0,60.0,15.0,21.9,,,,,,,,,,,,,,,,,,,
161,USW00094846,41.96017,-87.93164,204.8,2010-06-11,10.51,1455.0,1452.0,,89.0,64.0,190.0,200.0,25.9,34.9,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,
162,USW00094846,41.96017,-87.93164,204.8,2010-06-12,8.05,1128.0,844.0,,77.0,62.0,110.0,40.0,15.0,21.9,1.0,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,
163,USW00094846,41.96017,-87.93164,204.8,2010-06-13,4.92,1553.0,1522.0,,71.0,62.0,140.0,70.0,12.1,17.0,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,
164,USW00094846,41.96017,-87.93164,204.8,2010-06-14,6.71,1823.0,1800.0,,70.0,60.0,40.0,40.0,15.0,28.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,1.0,
165,USW00094846,41.96017,-87.93164,204.8,2010-06-15,5.59,1623.0,1622.0,,79.0,60.0,290.0,290.0,16.1,19.9,1.0,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,
166,USW00094846,41.96017,-87.93164,204.8,2010-06-16,8.95,928.0,1829.0,,82.0,63.0,300.0,50.0,19.9,25.1,,,,,,,,1.0,,,,,,,,,,,
167,USW00094846,41.96017,-87.93164,204.8,2010-06-17,7.61,1642.0,1359.0,,84.0,64.0,170.0,180.0,14.1,17.0,,,,,,,,,,,,,,,,,,,
168,USW00094846,41.96017,-87.93164,204.8,2010-06-18,10.51,1504.0,1503.0,,90.0,67.0,270.0,260.0,46.1,59.9,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
169,USW00094846,41.96017,-87.93164,204.8,2010-06-19,10.51,1240.0,1137.0,,85.0,66.0,290.0,260.0,25.1,34.9,,,,,,,,,,,,,,,,,,,
170,USW00094846,41.96017,-87.93164,204.8,2010-06-20,4.7,823.0,759.0,,81.0,64.0,70.0,50.0,16.1,23.9,,,,,,,,,,,,,,1.0,,,,,
171,USW00094846,41.96017,-87.93164,204.8,2010-06-21,8.5,2149.0,2148.0,,85.0,67.0,220.0,200.0,36.0,57.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
172,USW00094846,41.96017,-87.93164,204.8,2010-06-22,6.93,1418.0,1415.0,,85.0,69.0,210.0,220.0,16.1,21.0,,,,,,,,,,,,,,,,,,,
173,USW00094846,41.96017,-87.93164,204.8,2010-06-23,11.41,1630.0,1637.0,,87.0,69.0,220.0,180.0,25.9,36.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
174,USW00094846,41.96017,-87.93164,204.8,2010-06-24,8.72,33.0,37.0,,84.0,65.0,300.0,310.0,21.9,28.0,,,,,,,,,,,,,,,,,,,
175,USW00094846,41.96017,-87.93164,204.8,2010-06-25,7.38,1318.0,1221.0,,84.0,62.0,230.0,190.0,16.1,25.1,,,,,,,,,,,,,,,,,,,
176,USW00094846,41.96017,-87.93164,204.8,2010-06-26,6.71,316.0,316.0,,87.0,69.0,310.0,310.0,25.1,36.0,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
177,USW00094846,41.96017,-87.93164,204.8,2010-06-27,9.17,1355.0,1343.0,,85.0,72.0,270.0,280.0,21.9,31.1,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,
178,USW00094846,41.96017,-87.93164,204.8,2010-06-28,11.41,1115.0,2109.0,,82.0,63.0,300.0,60.0,21.0,28.0,,,,,,,,,,,,,,,,,,,
179,USW00094846,41.96017,-87.93164,204.8,2010-06-29,7.61,1145.0,1401.0,,75.0,59.0,60.0,50.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
180,USW00094846,41.96017,-87.93164,204.8,2010-06-30,6.04,1609.0,1248.0,,75.0,56.0,40.0,50.0,15.0,28.0,,,,,,,,,,,,,,,,,,,
181,USW00094846,41.96017,-87.93164,204.8,2010-07-01,5.59,1428.0,1155.0,,77.0,55.0,120.0,80.0,13.0,23.9,,,,,,,,,,,,,,,,,,,
182,USW00094846,41.96017,-87.93164,204.8,2010-07-02,8.05,1453.0,1320.0,,83.0,59.0,200.0,220.0,15.0,23.0,,,,,,,,,,,,,,,,,,,
183,USW00094846,41.96017,-87.93164,204.8,2010-07-03,8.95,1527.0,1548.0,,87.0,60.0,210.0,180.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
184,USW00094846,41.96017,-87.93164,204.8,2010-07-04,10.51,1130.0,1259.0,,91.0,68.0,200.0,240.0,23.9,31.1,,,,,,,,,,,,,,,,,,,
185,USW00094846,41.96017,-87.93164,204.8,2010-07-05,15.21,1149.0,1148.0,,91.0,78.0,210.0,200.0,28.0,36.0,,,,,,,,,,,,,,,,,,,
186,USW00094846,41.96017,-87.93164,204.8,2010-07-06,8.95,1813.0,1812.0,,90.0,73.0,210.0,210.0,25.9,36.0,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,
187,USW00094846,41.96017,-87.93164,204.8,2010-07-07,6.26,1909.0,1909.0,,93.0,71.0,170.0,170.0,23.0,29.1,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,
188,USW00094846,41.96017,-87.93164,204.8,2010-07-08,5.37,1445.0,1717.0,,88.0,73.0,340.0,40.0,14.1,19.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
189,USW00094846,41.96017,-87.93164,204.8,2010-07-09,7.61,1304.0,1714.0,,88.0,70.0,330.0,60.0,17.9,23.0,,,,,,,,1.0,,,,,,1.0,,,,,
190,USW00094846,41.96017,-87.93164,204.8,2010-07-10,8.05,1655.0,1654.0,,89.0,69.0,330.0,320.0,16.1,21.0,,,,,,,,1.0,,,,,,,,,,,
191,USW00094846,41.96017,-87.93164,204.8,2010-07-11,7.83,1658.0,1658.0,,85.0,66.0,200.0,190.0,21.0,25.1,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
192,USW00094846,41.96017,-87.93164,204.8,2010-07-12,3.8,1628.0,1646.0,,84.0,65.0,50.0,70.0,13.0,21.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,
193,USW00094846,41.96017,-87.93164,204.8,2010-07-13,6.04,1502.0,1628.0,,84.0,70.0,70.0,60.0,13.0,21.9,1.0,,,,,,,,,,,,,1.0,,,,,
194,USW00094846,41.96017,-87.93164,204.8,2010-07-14,10.07,1647.0,1648.0,,90.0,70.0,170.0,170.0,19.9,25.1,1.0,,,,,,,1.0,,,1.0,,,,,,,,
195,USW00094846,41.96017,-87.93164,204.8,2010-07-15,10.07,1319.0,1400.0,,90.0,71.0,300.0,300.0,21.0,23.9,1.0,,,,,,,,,,,,,1.0,,,,,
196,USW00094846,41.96017,-87.93164,204.8,2010-07-16,8.05,1507.0,1721.0,,90.0,67.0,210.0,260.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
197,USW00094846,41.96017,-87.93164,204.8,2010-07-17,6.93,1444.0,1109.0,,93.0,71.0,330.0,300.0,15.0,17.9,,,,,,,,,,,,,,,,,,,
198,USW00094846,41.96017,-87.93164,204.8,2010-07-18,9.62,1518.0,1517.0,,92.0,72.0,260.0,250.0,21.9,32.0,,,1.0,,,,,,,,,,,1.0,,,,,
199,USW00094846,41.96017,-87.93164,204.8,2010-07-19,4.92,1328.0,1732.0,,84.0,69.0,210.0,30.0,13.0,17.0,,,,,1.0,,,,,,,,,1.0,,,,,
200,USW00094846,41.96017,-87.93164,204.8,2010-07-20,7.16,1924.0,742.0,,86.0,68.0,220.0,120.0,16.1,21.9,,,,,,,,,,,,,,1.0,,,,,
201,USW00094846,41.96017,-87.93164,204.8,2010-07-21,6.71,722.0,1541.0,,91.0,72.0,320.0,10.0,16.1,25.1,,,,,,,,,,,,,,,,,,,
202,USW00094846,41.96017,-87.93164,204.8,2010-07-22,11.86,1856.0,1855.0,,90.0,69.0,210.0,200.0,25.9,32.0,,,,,,,,1.0,,,,,,1.0,,,,,
203,USW00094846,41.96017,-87.93164,204.8,2010-07-23,11.86,1739.0,1739.0,,94.0,70.0,250.0,240.0,29.1,36.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
204,USW00094846,41.96017,-87.93164,204.8,2010-07-24,8.95,223.0,223.0,,87.0,69.0,320.0,310.0,23.9,33.1,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
205,USW00094846,41.96017,-87.93164,204.8,2010-07-25,9.17,1005.0,1012.0,,81.0,66.0,30.0,60.0,17.0,25.9,,,,,,,,,,,,,,,,,,,
206,USW00094846,41.96017,-87.93164,204.8,2010-07-26,5.14,1602.0,1635.0,,84.0,61.0,100.0,80.0,15.0,19.9,,,,,,,,,,,,,,,,,,,
207,USW00094846,41.96017,-87.93164,204.8,2010-07-27,6.49,1642.0,2338.0,,88.0,68.0,220.0,210.0,14.1,17.0,,,,,,,,,,,,,,,,,,,
208,USW00094846,41.96017,-87.93164,204.8,2010-07-28,9.4,1531.0,1400.0,,88.0,73.0,300.0,320.0,16.1,21.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,
209,USW00094846,41.96017,-87.93164,204.8,2010-07-29,6.93,1228.0,1331.0,,82.0,67.0,70.0,50.0,14.1,25.9,,,,,,,,,,,,,,,,,,,
210,USW00094846,41.96017,-87.93164,204.8,2010-07-30,6.04,2359.0,2121.0,,80.0,69.0,160.0,150.0,14.1,17.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,
211,USW00094846,41.96017,-87.93164,204.8,2010-07-31,5.82,553.0,601.0,,80.0,65.0,170.0,180.0,17.0,21.9,1.0,,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,
212,USW00094846,41.96017,-87.93164,204.8,2010-08-01,4.03,1826.0,1433.0,,86.0,65.0,100.0,50.0,10.1,17.9,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,
213,USW00094846,41.96017,-87.93164,204.8,2010-08-02,6.71,2329.0,2343.0,,84.0,67.0,230.0,230.0,17.9,21.9,1.0,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,
214,USW00094846,41.96017,-87.93164,204.8,2010-08-03,3.36,2354.0,2204.0,,86.0,66.0,240.0,40.0,13.0,19.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
215,USW00094846,41.96017,-87.93164,204.8,2010-08-04,4.92,547.0,546.0,,83.0,71.0,270.0,270.0,38.0,55.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
216,USW00094846,41.96017,-87.93164,204.8,2010-08-05,10.96,1206.0,1205.0,,83.0,68.0,300.0,310.0,21.9,29.1,,,,,,,,,,,,,,,,,,,
217,USW00094846,41.96017,-87.93164,204.8,2010-08-06,6.49,1109.0,1239.0,,82.0,64.0,300.0,310.0,14.1,17.9,,,,,,,,,,,,,,,,,,,
218,USW00094846,41.96017,-87.93164,204.8,2010-08-07,8.05,1703.0,1512.0,,83.0,62.0,200.0,200.0,17.0,21.9,,,,,,,,,,,,,,,,,,,
219,USW00094846,41.96017,-87.93164,204.8,2010-08-08,9.84,1153.0,1151.0,,87.0,69.0,220.0,220.0,30.0,40.9,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
220,USW00094846,41.96017,-87.93164,204.8,2010-08-09,7.16,404.0,404.0,,88.0,72.0,300.0,310.0,21.9,25.9,1.0,,1.0,,,,,,,,,,,1.0,,,,,
221,USW00094846,41.96017,-87.93164,204.8,2010-08-10,4.92,1601.0,1508.0,,89.0,75.0,50.0,60.0,12.1,21.9,,,,,,,,,,,,,,,,,,,
222,USW00094846,41.96017,-87.93164,204.8,2010-08-11,6.04,907.0,1514.0,,90.0,75.0,290.0,280.0,17.0,21.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,
223,USW00094846,41.96017,-87.93164,204.8,2010-08-12,5.82,1757.0,1636.0,,92.0,74.0,80.0,80.0,12.1,23.9,,,,,,,,,,,,,,,,,,,
224,USW00094846,41.96017,-87.93164,204.8,2010-08-13,7.61,1903.0,1903.0,,92.0,73.0,300.0,310.0,31.1,38.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,
225,USW00094846,41.96017,-87.93164,204.8,2010-08-14,4.92,113.0,103.0,,88.0,72.0,240.0,240.0,13.0,17.9,,,,,,,,,,,,,,1.0,,,,,
226,USW00094846,41.96017,-87.93164,204.8,2010-08-15,8.72,1501.0,1500.0,,83.0,66.0,290.0,290.0,23.0,30.0,,,,,,,,,,,,,,,,,,,
227,USW00094846,41.96017,-87.93164,204.8,2010-08-16,9.4,1428.0,1434.0,,80.0,63.0,260.0,280.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
228,USW00094846,41.96017,-87.93164,204.8,2010-08-17,6.04,1337.0,1202.0,,79.0,64.0,310.0,40.0,13.0,17.9,,,,,1.0,,,,,,,,,1.0,,,,,
229,USW00094846,41.96017,-87.93164,204.8,2010-08-18,3.58,1945.0,1844.0,,84.0,63.0,110.0,60.0,10.1,19.9,,,,,1.0,,,,,,,,,1.0,,,,,
230,USW00094846,41.96017,-87.93164,204.8,2010-08-19,4.92,1547.0,1452.0,,88.0,66.0,220.0,220.0,14.1,17.9,,,,,,,,,,,,,,,,,,,
231,USW00094846,41.96017,-87.93164,204.8,2010-08-20,11.18,1605.0,2216.0,,92.0,71.0,170.0,210.0,21.9,28.0,,,,,1.0,,,,,,,,,1.0,,,,,
232,USW00094846,41.96017,-87.93164,204.8,2010-08-21,6.04,1928.0,1930.0,,86.0,71.0,40.0,60.0,15.0,21.9,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
233,USW00094846,41.96017,-87.93164,204.8,2010-08-22,8.5,1601.0,1431.0,,81.0,68.0,70.0,60.0,14.1,30.0,,,,,,,,,,,,,,,,,,,
234,USW00094846,41.96017,-87.93164,204.8,2010-08-23,7.38,1354.0,1637.0,,80.0,65.0,40.0,60.0,11.0,16.1,,,,,,,,,,,,,,,,,,,
235,USW00094846,41.96017,-87.93164,204.8,2010-08-24,5.82,2049.0,2024.0,,84.0,64.0,360.0,340.0,17.0,23.0,,,,,,,,,,,,,,1.0,,,,,
236,USW00094846,41.96017,-87.93164,204.8,2010-08-25,10.29,1717.0,1025.0,,79.0,61.0,330.0,10.0,17.0,25.9,,,,,,,,,,,,,,,,,,,
237,USW00094846,41.96017,-87.93164,204.8,2010-08-26,5.14,1808.0,,,79.0,59.0,90.0,,10.1,,,,,,,,,,,,,,,,,,,,
238,USW00094846,41.96017,-87.93164,204.8,2010-08-27,8.95,2254.0,2255.0,,86.0,59.0,190.0,190.0,13.0,13.0,,,,,,,,,,,,,,,,,,,
239,USW00094846,41.96017,-87.93164,204.8,2010-08-28,10.74,1452.0,1453.0,,88.0,65.0,180.0,200.0,17.0,19.9,,,,,,,,,,,,,,,,,,,
240,USW00094846,41.96017,-87.93164,204.8,2010-08-29,11.41,1242.0,1242.0,,94.0,71.0,180.0,180.0,19.9,23.9,,,,,,,,,,,,,,,,,,,
241,USW00094846,41.96017,-87.93164,204.8,2010-08-30,14.54,1552.0,1551.0,,88.0,74.0,190.0,180.0,19.9,25.9,,,,,,,,,,,,,,,,,,,
242,USW00094846,41.96017,-87.93164,204.8,2010-08-31,14.99,2204.0,2202.0,,93.0,75.0,190.0,190.0,21.0,25.9,,,,,,,,,,,,,,,,,,,
243,USW00094846,41.96017,-87.93164,204.8,2010-09-01,7.38,144.0,143.0,,81.0,71.0,200.0,200.0,19.9,25.9,1.0,,,,1.0,,,,,,,,,1.0,,,,,
244,USW00094846,41.96017,-87.93164,204.8,2010-09-02,6.93,2023.0,2022.0,,83.0,65.0,300.0,300.0,25.9,36.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
245,USW00094846,41.96017,-87.93164,204.8,2010-09-03,15.66,1712.0,1331.0,,70.0,56.0,290.0,290.0,25.9,38.9,,,,,,,,,,,,,,1.0,,,,,
246,USW00094846,41.96017,-87.93164,204.8,2010-09-04,11.86,1527.0,1525.0,,68.0,51.0,310.0,310.0,21.9,29.1,,,,,,,,,,,,,,1.0,,,,,
247,USW00094846,41.96017,-87.93164,204.8,2010-09-05,8.95,2336.0,1329.0,,76.0,49.0,170.0,190.0,17.0,23.9,,,,,1.0,,,,,,,,,1.0,,,,,
248,USW00094846,41.96017,-87.93164,204.8,2010-09-06,14.99,2301.0,2101.0,,82.0,66.0,210.0,200.0,25.1,36.9,,,,,,,,,,,,,,1.0,,,,,
249,USW00094846,41.96017,-87.93164,204.8,2010-09-07,18.79,1137.0,1137.0,,77.0,58.0,250.0,250.0,36.9,46.1,,,,,,,,,,,,,,,,,,,
250,USW00094846,41.96017,-87.93164,204.8,2010-09-08,6.49,1432.0,1733.0,,71.0,51.0,310.0,50.0,15.0,23.0,,,,,,,,,,,,,,,,,,,
251,USW00094846,41.96017,-87.93164,204.8,2010-09-09,6.49,1547.0,1525.0,,67.0,50.0,60.0,50.0,13.0,28.0,,,,,,,,,,,,,,,,,,,
252,USW00094846,41.96017,-87.93164,204.8,2010-09-10,9.4,2256.0,1655.0,,72.0,55.0,130.0,60.0,17.0,30.0,,,,,,,,,,,,,,,,,,,
253,USW00094846,41.96017,-87.93164,204.8,2010-09-11,9.4,1718.0,1731.0,,75.0,58.0,310.0,290.0,17.0,23.9,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
254,USW00094846,41.96017,-87.93164,204.8,2010-09-12,7.83,1505.0,1203.0,,83.0,54.0,260.0,240.0,16.1,23.9,,,,,,,,,,,,,,,,,,,
255,USW00094846,41.96017,-87.93164,204.8,2010-09-13,6.04,1539.0,2110.0,,82.0,57.0,280.0,360.0,17.0,23.0,,,,,,,,,,,,,,,,,,,
256,USW00094846,41.96017,-87.93164,204.8,2010-09-14,4.92,1410.0,1533.0,,77.0,54.0,50.0,70.0,16.1,25.9,,,,,,,,1.0,,,,,,,,,,,
257,USW00094846,41.96017,-87.93164,204.8,2010-09-15,9.17,746.0,745.0,,75.0,59.0,120.0,120.0,17.9,21.9,,,,,,,,1.0,,,,,,1.0,,,,,
258,USW00094846,41.96017,-87.93164,204.8,2010-09-16,11.41,1619.0,1739.0,,69.0,53.0,320.0,300.0,23.9,32.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,
259,USW00094846,41.96017,-87.93164,204.8,2010-09-17,4.47,1618.0,1442.0,,74.0,49.0,170.0,170.0,14.1,17.9,,,,,,,,,,,,,,,,,,,
260,USW00094846,41.96017,-87.93164,204.8,2010-09-18,6.49,956.0,955.0,,65.0,58.0,30.0,40.0,21.9,25.9,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,,
261,USW00094846,41.96017,-87.93164,204.8,2010-09-19,7.83,1530.0,912.0,,67.0,55.0,40.0,50.0,15.0,28.0,,,,,1.0,,,,,,,,,1.0,,,,,
262,USW00094846,41.96017,-87.93164,204.8,2010-09-20,6.71,1733.0,10.0,,75.0,62.0,140.0,40.0,12.1,23.9,,,,,,,,,,,,,,1.0,,,,,
263,USW00094846,41.96017,-87.93164,204.8,2010-09-21,11.63,1716.0,1713.0,,88.0,68.0,300.0,270.0,32.0,46.1,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,
264,USW00094846,41.96017,-87.93164,204.8,2010-09-22,6.04,1706.0,1153.0,,74.0,63.0,80.0,50.0,10.1,17.0,1.0,,,,,,,,,,,,,,,,,,
265,USW00094846,41.96017,-87.93164,204.8,2010-09-23,17.0,2205.0,2204.0,,89.0,65.0,210.0,210.0,33.1,47.0,1.0,,,,,,,1.0,,,,,,,,,,,
